,Country/Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
45034,Somalia,2020-09-18,3390,98.0,2812.0,480.0,0,0,0
45035,South Africa,2020-09-18,657627,15857.0,586844.0,54926.0,2055,85,1541
45036,South Sudan,2020-09-18,2609,0.0,1290.0,1319.0,10,0,0
45037,Spain,2020-09-18,640040,0.0,150376.0,489664.0,14389,0,0
45038,Sri Lanka,2020-09-18,3281,0.0,3060.0,221.0,5,0,17
45039,Sudan,2020-09-18,13535,836.0,6759.0,5940.0,0,0,0
45040,Suriname,2020-09-18,4691,96.0,4280.0,315.0,20,1,120
45041,Sweden,2020-09-18,88237,5865.0,0.0,82372.0,352,1,0
45042,Switzerland,2020-09-18,49283,2045.0,40500.0,6738.0,488,3,600
45043,Syria,2020-09-18,3731,0.0,0.0,3731.0,40,0,0
45044,Taiwan*,2020-09-18,503,7.0,478.0,18.0,0,0,0
45045,Tajikistan,2020-09-18,9259,73.0,8026.0,1160.0,45,0,38
45046,Tanzania,2020-09-18,509,21.0,183.0,305.0,0,0,0
45047,Thailand,2020-09-18,3497,58.0,3328.0,111.0,0,0,0
45048,Timor-Leste,2020-09-18,27,0.0,0.0,27.0,0,0,0
45049,Togo,2020-09-18,1640,41.0,1251.0,348.0,22,0,8
45050,Trinidad and Tobago,2020-09-18,3651,60.0,1586.0,2005.0,217,0,117
45051,Tunisia,2020-09-18,8570,133.0,2342.0,6095.0,0,0,0
45052,Turkey,2020-09-18,299810,7377.0,264805.0,27628.0,1771,62,1060
45053,US,2020-09-18,6730088,198570.0,2556465.0,3975053.0,48716,936,16131
45054,Uganda,2020-09-18,5594,61.0,2544.0,2989.0,214,1,55
45055,Ukraine,2020-09-18,173703,3535.0,78273.0,91895.0,3330,70,1637
45056,United Arab Emirates,2020-09-18,83433,0.0,72790.0,10643.0,865,0,673
45057,United Kingdom,2020-09-18,388416,41815.0,2213.0,344388.0,4329,27,12
45058,Uruguay,2020-09-18,1890,46.0,1603.0,241.0,14,0,21
45059,Uzbekistan,2020-09-18,50253,419.0,46527.0,3307.0,626,6,557
45060,Venezuela,2020-09-18,65174,530.0,54218.0,10426.0,890,10,1654
45061,Vietnam,2020-09-18,1068,0.0,941.0,127.0,2,0,1
45062,West Bank and Gaza,2020-09-18,34401,250.0,23333.0,10818.0,558,6,273
45063,Western Sahara,2020-09-18,10,1.0,8.0,1.0,0,0,0
45064,Yemen,2020-09-18,2024,0.0,1221.0,803.0,2,0,0
45065,Zambia,2020-09-18,14022,329.0,13207.0,486.0,94,3,178
45066,Zimbabwe,2020-09-18,7647,224.0,5883.0,1540.0,14,0,42
45067,Afghanistan,2020-09-19,38919,1437.0,32576.0,4906.0,36,0,0
45068,Albania,2020-09-19,12226,358.0,6888.0,4980.0,153,5,57
45069,Algeria,2020-09-19,49623,1665.0,34923.0,13035.0,210,6,105
45070,Andorra,2020-09-19,1564,53.0,1164.0,347.0,0,0,0
45071,Angola,2020-09-19,3901,147.0,1445.0,2309.0,53,0,2
45072,Antigua and Barbuda,2020-09-19,96,3.0,92.0,1.0,1,0,0
45073,Argentina,2020-09-19,622934,12799.0,478077.0,132058.0,9276,143,10791
45074,Armenia,2020-09-19,47154,928.0,42551.0,3675.0,244,2,182
45075,Australia,2020-09-19,26898,849.0,23968.0,2081.0,13,5,107
45076,Austria,2020-09-19,37474,765.0,28961.0,7748.0,813,2,510
45077,Azerbaijan,2020-09-19,39042,574.0,36601.0,1867.0,148,2,177
45078,Bahamas,2020-09-19,3214,73.0,1679.0,1462.0,37,4,53
45079,Bahrain,2020-09-19,64499,221.0,57299.0,6979.0,620,1,599
45080,Bangladesh,2020-09-19,347372,4913.0,254386.0,88073.0,1567,32,2051
45081,Barbados,2020-09-19,185,7.0,172.0,6.0,0,0,0
45082,Belarus,2020-09-19,75461,776.0,73212.0,1473.0,231,3,114
45083,Belgium,2020-09-19,100748,9944.0,18945.0,71859.0,1099,7,37
45084,Belize,2020-09-19,1606,20.0,876.0,710.0,16,0,64
45085,Benin,2020-09-19,2280,40.0,1950.0,290.0,0,0,0
45086,Bhutan,2020-09-19,259,0.0,190.0,69.0,7,0,8
45087,Bolivia,2020-09-19,130470,7586.0,89032.0,33852.0,419,36,575
45088,Bosnia and Herzegovina,2020-09-19,25217,758.0,17489.0,6970.0,320,6,124
45089,Botswana,2020-09-19,2567,13.0,624.0,1930.0,0,0,0
45090,Brazil,2020-09-19,4528240,136532.0,3936893.0,454815.0,33057,739,39354
45091,Brunei,2020-09-19,145,3.0,142.0,0.0,0,0,1
45092,Bulgaria,2020-09-19,18819,755.0,13558.0,4506.0,86,2,48
45093,Burkina Faso,2020-09-19,1816,56.0,1176.0,584.0,19,0,3
45094,Burma,2020-09-19,5263,81.0,1188.0,3994.0,642,6,58
45095,Burundi,2020-09-19,473,1.0,374.0,98.0,0,0,0
45096,Cabo Verde,2020-09-19,5186,50.0,4581.0,555.0,45,0,33
45097,Cambodia,2020-09-19,275,0.0,274.0,1.0,0,0,0
45098,Cameroon,2020-09-19,20431,0.0,19124.0,1307.0,60,0,0
45099,Canada,2020-09-19,144594,9196.0,125984.0,9414.0,554,6,330
45100,Central African Republic,2020-09-19,4786,62.0,1830.0,2894.0,0,0,0
45101,Chad,2020-09-19,1149,81.0,966.0,102.0,2,0,0
45102,Chile,2020-09-19,444674,12254.0,418101.0,14319.0,1847,55,2120
45103,China,2020-09-19,90334,4715.0,83616.0,2003.0,23,0,22
45104,Colombia,2020-09-19,758398,24039.0,627685.0,106674.0,7927,374,12228
45105,Comoros,2020-09-19,470,7.0,450.0,13.0,0,0,1
45106,Congo (Brazzaville),2020-09-19,4986,89.0,3887.0,1010.0,6,0,0
45107,Congo (Kinshasa),2020-09-19,10488,268.0,9891.0,329.0,32,0,28
45108,Costa Rica,2020-09-19,63712,706.0,23552.0,39454.0,1338,20,392
45109,Cote d'Ivoire,2020-09-19,19269,120.0,18392.0,757.0,69,0,0
45110,Croatia,2020-09-19,14725,244.0,12353.0,2128.0,212,0,184
45111,Cuba,2020-09-19,5055,0.0,4284.0,771.0,51,0,35
45112,Cyprus,2020-09-19,1590,22.0,1282.0,286.0,25,0,0
45113,Czechia,2020-09-19,48306,0.0,24228.0,24078.0,2044,0,370
45114,Denmark,2020-09-19,22881,635.0,17742.0,4504.0,590,0,206
45115,Djibouti,2020-09-19,5403,61.0,5333.0,9.0,0,0,0
45116,Dominica,2020-09-19,24,0.0,18.0,6.0,0,0,0
45117,Dominican Republic,2020-09-19,107700,2044.0,80820.0,24836.0,968,10,641
45118,Ecuador,2020-09-19,125620,11084.0,97063.0,17473.0,1491,40,0
45119,Egypt,2020-09-19,101900,0.0,88666.0,13234.0,128,0,708
45120,El Salvador,2020-09-19,27428,808.0,21247.0,5373.0,82,4,422
45121,Equatorial Guinea,2020-09-19,5002,83.0,4509.0,410.0,0,0,0
45122,Eritrea,2020-09-19,364,0.0,305.0,59.0,0,0,0
45123,Estonia,2020-09-19,2875,64.0,2374.0,437.0,61,0,17
45124,Eswatini,2020-09-19,5245,104.0,4571.0,570.0,30,1,93
45125,Ethiopia,2020-09-19,68131,1089.0,27939.0,39103.0,616,17,301
45126,Fiji,2020-09-19,32,2.0,26.0,4.0,0,0,0
45127,Finland,2020-09-19,8922,339.0,7700.0,883.0,64,0,0
45128,France,2020-09-19,467614,31257.0,93586.0,342771.0,193,0,886
45129,Gabon,2020-09-19,8696,53.0,7848.0,795.0,0,0,0
45130,Gambia,2020-09-19,3504,108.0,1992.0,1404.0,19,0,19
45131,Georgia,2020-09-19,3306,19.0,1481.0,1806.0,187,0,46
45132,Germany,2020-09-19,272932,0.0,240510.0,32422.0,1685,0,856
45133,Ghana,2020-09-19,45877,297.0,45081.0,499.0,117,2,108
45134,Greece,2020-09-19,14978,331.0,1347.0,13300.0,240,4,0
45135,Grenada,2020-09-19,24,0.0,24.0,0.0,0,0,0
45136,Guatemala,2020-09-19,85152,3105.0,74497.0,7550.0,808,29,749
45137,Guinea,2020-09-19,10286,63.0,9681.0,542.0,55,0,21
45138,Guinea-Bissau,2020-09-19,2303,39.0,1127.0,1137.0,0,0,0
45139,Guyana,2020-09-19,2168,0.0,1331.0,837.0,66,0,17
45140,Haiti,2020-09-19,8600,221.0,6363.0,2016.0,0,0,0
45141,Holy See,2020-09-19,12,0.0,12.0,0.0,0,0,0
45142,Honduras,2020-09-19,71143,2166.0,21810.0,47167.0,532,20,661
45143,Hungary,2020-09-19,16920,675.0,4382.0,11863.0,809,6,142
45144,Iceland,2020-09-19,2307,10.0,2116.0,181.0,77,0,4
45145,India,2020-09-19,5400619,86752.0,4303043.0,1010824.0,92605,1133,94612
45146,Indonesia,2020-09-19,240687,9448.0,174350.0,56889.0,4168,112,3576
45147,Iran,2020-09-19,419043,24118.0,357632.0,37293.0,2845,166,2127
45148,Iraq,2020-09-19,315597,8491.0,249539.0,57567.0,3907,83,4234
45149,Ireland,2020-09-19,32538,1792.0,23364.0,7382.0,267,0,0
45150,Israel,2020-09-19,183602,0.0,132449.0,51153.0,4531,0,2425
45151,Italy,2020-09-19,296569,35692.0,217716.0,43161.0,1637,24,909
45152,Jamaica,2020-09-19,4758,60.0,1327.0,3371.0,187,5,63
45153,Japan,2020-09-19,78662,1504.0,70051.0,7107.0,601,4,583
45154,Jordan,2020-09-19,4540,30.0,2672.0,1838.0,196,1,161
45155,Kazakhstan,2020-09-19,107262,1671.0,101877.0,3714.0,63,0,55
45156,Kenya,2020-09-19,36829,646.0,23777.0,12406.0,105,0,68
45157,"Korea, South",2020-09-19,22975,0.0,20158.0,2817.0,82,0,188
45158,Kosovo,2020-09-19,15002,614.0,12451.0,1937.0,63,3,126
45159,Kuwait,2020-09-19,99049,0.0,89498.0,9551.0,521,0,722
45160,Kyrgyzstan,2020-09-19,45335,1063.0,41484.0,2788.0,91,0,69
45161,Laos,2020-09-19,23,0.0,22.0,1.0,0,0,0
45162,Latvia,2020-09-19,1515,36.0,1248.0,231.0,17,0,0
45163,Lebanon,2020-09-19,28297,286.0,11440.0,16571.0,779,5,701
45164,Lesotho,2020-09-19,1390,33.0,754.0,603.0,0,0,0
45165,Liberia,2020-09-19,1335,82.0,1216.0,37.0,1,0,2
45166,Libya,2020-09-19,27234,436.0,14679.0,12119.0,796,18,472
45167,Liechtenstein,2020-09-19,113,1.0,109.0,3.0,1,0,1
45168,Lithuania,2020-09-19,3664,87.0,2197.0,1380.0,99,0,16
45169,Luxembourg,2020-09-19,7718,124.0,6703.0,891.0,0,0,0
45170,Madagascar,2020-09-19,16020,0.0,14630.0,1390.0,49,0,43
45171,Malawi,2020-09-19,5718,179.0,4030.0,1509.0,2,0,4
45172,Malaysia,2020-09-19,10167,0.0,9315.0,852.0,20,0,51
45173,Maldives,2020-09-19,9649,33.0,8188.0,1428.0,81,0,111
45174,Mali,2020-09-19,3006,0.0,2349.0,657.0,15,0,17
45175,Malta,2020-09-19,2699,19.0,2017.0,663.0,65,2,21
45176,Mauritania,2020-09-19,7365,161.0,6927.0,277.0,4,0,45
45177,Mauritius,2020-09-19,366,0.0,338.0,28.0,0,0,0
45178,Mexico,2020-09-19,694121,73258.0,586154.0,34709.0,5167,455,4045
45179,Moldova,2020-09-19,46336,1201.0,34236.0,10899.0,688,15,502
45180,Monaco,2020-09-19,192,1.0,152.0,39.0,1,0,0
45181,Mongolia,2020-09-19,312,0.0,302.0,10.0,1,0,0
45182,Montenegro,2020-09-19,7898,134.0,5129.0,2635.0,187,1,132
45183,Morocco,2020-09-19,99816,1795.0,79008.0,19013.0,2552,40,2318
45184,Mozambique,2020-09-19,6537,41.0,0.0,6496.0,273,1,0
45185,Namibia,2020-09-19,10292,111.0,7969.0,2212.0,85,3,22
45186,Nepal,2020-09-19,62797,401.0,45267.0,17129.0,1204,11,1447
45187,Netherlands,2020-09-19,96261,6320.0,2721.0,87220.0,1916,2,5
45188,New Zealand,2020-09-19,1815,25.0,1719.0,71.0,4,0,0
45189,Nicaragua,2020-09-19,4961,147.0,2913.0,1901.0,0,0,0
45190,Niger,2020-09-19,1183,69.0,1104.0,10.0,0,0,0
45191,Nigeria,2020-09-19,57145,1095.0,48431.0,7619.0,189,1,126
45192,North Macedonia,2020-09-19,16557,689.0,13792.0,2076.0,140,6,60
45193,Norway,2020-09-19,12858,267.0,10371.0,2220.0,89,0,0
45194,Oman,2020-09-19,91753,0.0,84648.0,7105.0,0,0,0
45195,Pakistan,2020-09-19,305671,6416.0,292303.0,6952.0,640,1,259
45196,Panama,2020-09-19,105601,2247.0,80190.0,23164.0,722,18,1097
45197,Papua New Guinea,2020-09-19,516,6.0,232.0,278.0,0,0,0
45198,Paraguay,2020-09-19,33015,636.0,17535.0,14844.0,888,25,614
45199,Peru,2020-09-19,756412,31283.0,594513.0,130616.0,6314,137,0
45200,Philippines,2020-09-19,283460,0.0,209885.0,73575.0,3934,0,1095
45201,Poland,2020-09-19,78330,2282.0,63861.0,12187.0,1002,12,549
45202,Portugal,2020-09-19,68025,1899.0,45404.0,20722.0,849,5,351
45203,Qatar,2020-09-19,123146,209.0,120089.0,2848.0,229,0,267
45204,Romania,2020-09-19,111550,4402.0,89119.0,18029.0,1333,42,884
45205,Russia,2020-09-19,1092915,0.0,903545.0,189370.0,5960,0,5125
45206,Rwanda,2020-09-19,4689,26.0,2910.0,1753.0,18,1,65
45207,Saint Kitts and Nevis,2020-09-19,17,0.0,17.0,0.0,0,0,0
45208,Saint Lucia,2020-09-19,27,0.0,26.0,1.0,0,0,0
45209,Saint Vincent and the Grenadines,2020-09-19,64,0.0,64.0,0.0,0,0,0
45210,San Marino,2020-09-19,723,42.0,669.0,12.0,0,0,0
45211,Sao Tome and Principe,2020-09-19,908,15.0,876.0,17.0,0,0,3
45212,Saudi Arabia,2020-09-19,329271,4458.0,309430.0,15383.0,551,28,1078
45213,Senegal,2020-09-19,14688,302.0,11153.0,3233.0,43,1,102
45214,Serbia,2020-09-19,32840,740.0,0.0,32100.0,83,1,0
45215,Seychelles,2020-09-19,141,0.0,136.0,5.0,0,0,0
45216,Sierra Leone,2020-09-19,2159,72.0,1650.0,437.0,6,0,1
45217,Singapore,2020-09-19,57558,27.0,57142.0,389.0,15,0,71
45218,Slovakia,2020-09-19,6546,39.0,3519.0,2988.0,290,0,129
45219,Slovenia,2020-09-19,4309,141.0,2981.0,1187.0,114,1,42
45220,Solomon Islands,2020-09-19,0,0.0,0.0,0.0,0,0,0
45221,Somalia,2020-09-19,3401,98.0,2812.0,491.0,11,0,0
45222,South Africa,2020-09-19,659656,15940.0,589434.0,54282.0,2029,83,2590
45223,South Sudan,2020-09-19,2642,0.0,1290.0,1352.0,33,0,0
45224,Spain,2020-09-19,640040,0.0,150376.0,489664.0,0,0,0
45225,Sri Lanka,2020-09-19,3283,0.0,3070.0,213.0,2,0,10
45226,Sudan,2020-09-19,13535,836.0,6759.0,5940.0,0,0,0
45227,Suriname,2020-09-19,4709,97.0,4383.0,229.0,18,1,103
45228,Sweden,2020-09-19,88237,5865.0,0.0,82372.0,0,0,0
45229,Switzerland,2020-09-19,49283,2045.0,40500.0,6738.0,0,0,0
45230,Syria,2020-09-19,3765,0.0,0.0,3765.0,34,0,0
45231,Taiwan*,2020-09-19,506,7.0,479.0,20.0,3,0,1
45232,Tajikistan,2020-09-19,9303,73.0,8066.0,1164.0,44,0,40
45233,Tanzania,2020-09-19,509,21.0,183.0,305.0,0,0,0
45234,Thailand,2020-09-19,3506,59.0,3340.0,107.0,9,1,12
45235,Timor-Leste,2020-09-19,27,0.0,0.0,27.0,0,0,0
45236,Togo,2020-09-19,1659,41.0,1259.0,359.0,19,0,8
45237,Trinidad and Tobago,2020-09-19,3853,61.0,1695.0,2097.0,202,1,109
45238,Tunisia,2020-09-19,9110,138.0,2366.0,6606.0,540,5,24
45239,Turkey,2020-09-19,301348,7445.0,266117.0,27786.0,1538,68,1312
45240,US,2020-09-19,6774138,199282.0,2577446.0,3997410.0,44050,712,20981
45241,Uganda,2020-09-19,6017,63.0,2581.0,3373.0,423,2,37
45242,Ukraine,2020-09-19,177048,3585.0,79671.0,93792.0,3345,50,1398
45243,United Arab Emirates,2020-09-19,84242,0.0,73512.0,10730.0,809,0,722
45244,United Kingdom,2020-09-19,392845,41842.0,2227.0,348776.0,4429,27,14
45245,Uruguay,2020-09-19,1904,46.0,1612.0,246.0,14,0,9
45246,Uzbekistan,2020-09-19,50992,427.0,47271.0,3294.0,739,8,744
45247,Venezuela,2020-09-19,65949,539.0,55155.0,10255.0,775,9,937
45248,Vietnam,2020-09-19,1068,0.0,942.0,126.0,0,0,1
45249,West Bank and Gaza,2020-09-19,35003,253.0,23446.0,11304.0,602,3,113
45250,Western Sahara,2020-09-19,10,1.0,8.0,1.0,0,0,0
45251,Yemen,2020-09-19,2026,0.0,1221.0,805.0,2,0,0
45252,Zambia,2020-09-19,14070,330.0,13365.0,375.0,48,1,158
45253,Zimbabwe,2020-09-19,7672,225.0,5914.0,1533.0,25,1,31
45254,Afghanistan,2020-09-20,39044,1441.0,32576.0,5027.0,125,4,0
45255,Albania,2020-09-20,12385,362.0,6940.0,5083.0,159,4,52
45256,Algeria,2020-09-20,49826,1672.0,35047.0,13107.0,203,7,124
45257,Andorra,2020-09-20,1564,53.0,1164.0,347.0,0,0,0
45258,Angola,2020-09-20,3991,152.0,1445.0,2394.0,90,5,0
45259,Antigua and Barbuda,2020-09-20,96,3.0,92.0,1.0,0,0,0
45260,Argentina,2020-09-20,631365,13053.0,488231.0,130081.0,8431,254,10154
45261,Armenia,2020-09-20,47431,930.0,42608.0,3893.0,277,2,57
45262,Australia,2020-09-20,26912,851.0,24063.0,1998.0,14,2,95
45263,Austria,2020-09-20,38095,766.0,29229.0,8100.0,621,1,268
45264,Azerbaijan,2020-09-20,39188,575.0,36755.0,1858.0,146,1,154
45265,Bahamas,2020-09-20,3315,74.0,1689.0,1552.0,101,1,10
45266,Bahrain,2020-09-20,65039,221.0,57950.0,6868.0,540,0,651
45267,Bangladesh,2020-09-20,348918,4939.0,256565.0,87414.0,1546,26,2179
45268,Barbados,2020-09-20,189,7.0,173.0,9.0,4,0,1
45269,Belarus,2020-09-20,75674,780.0,73265.0,1629.0,213,4,53
45270,Belgium,2020-09-20,102295,9948.0,18965.0,73382.0,1547,4,20
45271,Belize,2020-09-20,1627,21.0,918.0,688.0,21,1,42
45272,Benin,2020-09-20,2280,40.0,1950.0,290.0,0,0,0
45273,Bhutan,2020-09-20,261,0.0,192.0,69.0,2,0,2
45274,Bolivia,2020-09-20,130676,7617.0,89617.0,33442.0,206,31,585
45275,Bosnia and Herzegovina,2020-09-20,25428,763.0,17878.0,6787.0,211,5,389
45276,Botswana,2020-09-20,2567,13.0,624.0,1930.0,0,0,0
45277,Brazil,2020-09-20,4544629,136895.0,3963446.0,444288.0,16389,363,26553
45278,Brunei,2020-09-20,145,3.0,142.0,0.0,0,0,0
45279,Bulgaria,2020-09-20,18863,761.0,13580.0,4522.0,44,6,22
45280,Burkina Faso,2020-09-20,1846,56.0,1187.0,603.0,30,0,11
45281,Burma,2020-09-20,5805,94.0,1260.0,4451.0,542,13,72
45282,Burundi,2020-09-20,473,1.0,462.0,10.0,0,0,88
45283,Cabo Verde,2020-09-20,5257,51.0,4599.0,607.0,71,1,18
45284,Cambodia,2020-09-20,275,0.0,274.0,1.0,0,0,0
45285,Cameroon,2020-09-20,20431,0.0,19124.0,1307.0,0,0,0
45286,Canada,2020-09-20,145737,9201.0,126592.0,9944.0,1143,5,608
45287,Central African Republic,2020-09-20,4786,62.0,1830.0,2894.0,0,0,0
45288,Chad,2020-09-20,1151,81.0,967.0,103.0,2,0,1
45289,Chile,2020-09-20,446274,12286.0,419746.0,14242.0,1600,32,1645
45290,China,2020-09-20,90369,4715.0,83629.0,2025.0,35,0,13
45291,Colombia,2020-09-20,765076,24208.0,633199.0,107669.0,6678,169,5514
45292,Comoros,2020-09-20,470,7.0,450.0,13.0,0,0,0
45293,Congo (Brazzaville),2020-09-20,4986,89.0,3887.0,1010.0,0,0,0
45294,Congo (Kinshasa),2020-09-20,10515,271.0,9930.0,314.0,27,3,39
45295,Costa Rica,2020-09-20,63712,706.0,23552.0,39454.0,0,0,0
45296,Cote d'Ivoire,2020-09-20,19320,120.0,18460.0,740.0,51,0,68
45297,Croatia,2020-09-20,14922,248.0,12536.0,2138.0,197,4,183
45298,Cuba,2020-09-20,5091,0.0,4412.0,679.0,36,0,128
45299,Cyprus,2020-09-20,1600,22.0,1282.0,296.0,10,0,0
45300,Czechia,2020-09-20,49290,0.0,24755.0,24535.0,984,0,527
45301,Denmark,2020-09-20,23353,638.0,17940.0,4775.0,472,3,198
45302,Djibouti,2020-09-20,5403,61.0,5335.0,7.0,0,0,2
45303,Dominica,2020-09-20,24,0.0,18.0,6.0,0,0,0
45304,Dominican Republic,2020-09-20,108289,2047.0,81668.0,24574.0,589,3,848
45305,Ecuador,2020-09-20,126419,11090.0,102852.0,12477.0,799,6,5789
45306,Egypt,2020-09-20,102015,0.0,89532.0,12483.0,115,0,866
45307,El Salvador,2020-09-20,27553,811.0,21561.0,5181.0,125,3,314
45308,Equatorial Guinea,2020-09-20,5002,83.0,4509.0,410.0,0,0,0
45309,Eritrea,2020-09-20,364,0.0,305.0,59.0,0,0,0
45310,Estonia,2020-09-20,2924,64.0,2377.0,483.0,49,0,3
45311,Eswatini,2020-09-20,5269,104.0,4624.0,541.0,24,0,53
45312,Ethiopia,2020-09-20,68820,1096.0,28314.0,39410.0,689,7,375
45313,Fiji,2020-09-20,32,2.0,26.0,4.0,0,0,0
45314,Finland,2020-09-20,8980,339.0,7700.0,941.0,58,0,0
45315,France,2020-09-20,467614,31257.0,93586.0,342771.0,0,0,0
45316,Gabon,2020-09-20,8696,53.0,7848.0,795.0,0,0,0
45317,Gambia,2020-09-20,3526,108.0,1992.0,1426.0,22,0,0
45318,Georgia,2020-09-20,3502,19.0,1494.0,1989.0,196,0,13
45319,Germany,2020-09-20,273965,0.0,241192.0,32773.0,1033,0,682
45320,Ghana,2020-09-20,46004,297.0,45153.0,554.0,127,0,72
45321,Greece,2020-09-20,15142,338.0,1347.0,13457.0,164,7,0
45322,Grenada,2020-09-20,24,0.0,24.0,0.0,0,0,0
45323,Guatemala,2020-09-20,85444,3119.0,74859.0,7466.0,292,14,362
45324,Guinea,2020-09-20,10325,64.0,9692.0,569.0,39,1,11
45325,Guinea-Bissau,2020-09-20,2303,39.0,1127.0,1137.0,0,0,0
45326,Guyana,2020-09-20,2269,0.0,1339.0,930.0,101,0,8
45327,Haiti,2020-09-20,8619,221.0,6363.0,2035.0,19,0,0
45328,Holy See,2020-09-20,12,0.0,12.0,0.0,0,0,0
45329,Honduras,2020-09-20,71616,2184.0,22065.0,47367.0,473,18,255
45330,Hungary,2020-09-20,17990,683.0,4391.0,12916.0,1070,8,9
45331,Iceland,2020-09-20,2307,10.0,2116.0,181.0,0,0,0
45332,India,2020-09-20,5487580,87882.0,4396399.0,1003299.0,86961,1130,93356
45333,Indonesia,2020-09-20,244676,9553.0,177327.0,57796.0,3989,105,2977
45334,Iran,2020-09-20,422140,24301.0,359570.0,38269.0,3097,183,1938
45335,Iraq,2020-09-20,319035,8555.0,253591.0,56889.0,3438,64,4052
45336,Ireland,2020-09-20,32933,1792.0,23364.0,7777.0,395,0,0
45337,Israel,2020-09-20,187902,0.0,134069.0,53833.0,4300,0,1620
45338,Italy,2020-09-20,298156,35707.0,218351.0,44098.0,1587,15,635
45339,Jamaica,2020-09-20,4988,67.0,1350.0,3571.0,230,7,23
45340,Japan,2020-09-20,79142,1508.0,70604.0,7030.0,480,4,553
45341,Jordan,2020-09-20,4779,30.0,2844.0,1905.0,239,0,172
45342,Kazakhstan,2020-09-20,107307,1671.0,101941.0,3695.0,45,0,64
45343,Kenya,2020-09-20,36981,648.0,23887.0,12446.0,152,2,110
45344,"Korea, South",2020-09-20,23045,0.0,20248.0,2797.0,70,0,90
45345,Kosovo,2020-09-20,15063,614.0,12570.0,1879.0,61,0,119
45346,Kuwait,2020-09-20,99434,0.0,90168.0,9266.0,385,0,670
45347,Kyrgyzstan,2020-09-20,45335,1063.0,41484.0,2788.0,0,0,0
45348,Laos,2020-09-20,23,0.0,22.0,1.0,0,0,0
45349,Latvia,2020-09-20,1525,36.0,1248.0,241.0,10,0,0
45350,Lebanon,2020-09-20,29303,297.0,12047.0,16959.0,1006,11,607
45351,Lesotho,2020-09-20,1424,33.0,754.0,637.0,34,0,0
45352,Liberia,2020-09-20,1335,82.0,1216.0,37.0,0,0,0
45353,Libya,2020-09-20,27949,444.0,15068.0,12437.0,715,8,389
45354,Liechtenstein,2020-09-20,113,1.0,109.0,3.0,0,0,0
45355,Lithuania,2020-09-20,3744,87.0,2198.0,1459.0,80,0,1
45356,Luxembourg,2020-09-20,7718,124.0,6703.0,891.0,0,0,0
45357,Madagascar,2020-09-20,16053,0.0,14646.0,1407.0,33,0,16
45358,Malawi,2020-09-20,5731,179.0,4040.0,1512.0,13,0,10
45359,Malaysia,2020-09-20,10219,0.0,9355.0,864.0,52,0,40
45360,Maldives,2020-09-20,9724,33.0,8261.0,1430.0,75,0,73
45361,Mali,2020-09-20,3013,0.0,2372.0,641.0,7,0,23
45362,Malta,2020-09-20,2731,20.0,2047.0,664.0,32,1,30
45363,Mauritania,2020-09-20,7368,161.0,6951.0,256.0,3,0,24
45364,Mauritius,2020-09-20,366,0.0,338.0,28.0,0,0,0
45365,Mexico,2020-09-20,697663,73493.0,590459.0,33711.0,3542,235,4305
45366,Moldova,2020-09-20,46596,1203.0,34236.0,11157.0,260,2,0
45367,Monaco,2020-09-20,193,1.0,153.0,39.0,1,0,1
45368,Mongolia,2020-09-20,312,0.0,302.0,10.0,0,0,0
45369,Montenegro,2020-09-20,8612,136.0,5268.0,3208.0,714,2,139
45370,Morocco,2020-09-20,101743,1830.0,80732.0,19181.0,1927,35,1724
45371,Mozambique,2020-09-20,6771,43.0,0.0,6728.0,234,2,0
45372,Namibia,2020-09-20,10377,112.0,8033.0,2232.0,85,1,64
45373,Nepal,2020-09-20,64122,411.0,46233.0,17478.0,1325,10,966
45374,Netherlands,2020-09-20,98217,6324.0,2840.0,89053.0,1956,4,119
45375,New Zealand,2020-09-20,1815,25.0,1728.0,62.0,0,0,9
45376,Nicaragua,2020-09-20,4961,147.0,2913.0,1901.0,0,0,0
45377,Niger,2020-09-20,1188,69.0,1104.0,15.0,5,0,0
45378,Nigeria,2020-09-20,57242,1098.0,48569.0,7575.0,97,3,138
45379,North Macedonia,2020-09-20,16735,693.0,13863.0,2179.0,178,4,71
45380,Norway,2020-09-20,12897,267.0,10371.0,2259.0,39,0,0
45381,Oman,2020-09-20,93475,0.0,85418.0,8057.0,1722,0,770
45382,Pakistan,2020-09-20,306304,6420.0,292869.0,7015.0,633,4,566
45383,Panama,2020-09-20,106203,2257.0,81365.0,22581.0,602,10,1175
45384,Papua New Guinea,2020-09-20,517,7.0,232.0,278.0,1,1,0
45385,Paraguay,2020-09-20,33520,659.0,18117.0,14744.0,505,23,582
45386,Peru,2020-09-20,762865,31369.0,607837.0,123659.0,6453,86,13324
45387,Philippines,2020-09-20,286743,0.0,229865.0,56878.0,3283,0,19980
45388,Poland,2020-09-20,79240,2293.0,64302.0,12645.0,910,11,441
45389,Portugal,2020-09-20,68577,1912.0,45596.0,21069.0,552,13,192
45390,Qatar,2020-09-20,123376,210.0,120303.0,2863.0,230,1,214
45391,Romania,2020-09-20,112781,4435.0,89771.0,18575.0,1231,33,652
45392,Russia,2020-09-20,1098958,0.0,906431.0,192527.0,6043,0,2886
45393,Rwanda,2020-09-20,4711,26.0,2961.0,1724.0,22,0,51
